ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,hub_cat,diff,pct_change,change_category,Latitude,Longitude
13139,LYH,VA,Lynchburg Regional/Preston Glenn Field,Lynchburg,10k-100k,no,N,loss,-18.3,at least -10%,37.3254785,-79.2014774
14574,ROA,VA,Roanoke Blacksburg Regional,Roanoke,100k-1 million,no,N,loss,-21.9,at least -20%,37.3205785,-79.9703762
11413,DRO,CO,Durango La Plata County,Durango,100k-1 million,no,N,loss,-15.4,at least -10%,37.27528,-107.8800667
14783,SGF,MO,Springfield-Branson National,Springfield,100k-1 million,no,S,loss,-23.5,at least -20%,37.24478,-93.39038
10967,CGI,MO,Cape Girardeau Regional,Cape Girardeau,10k-100k,yes,,loss,-33.6,at least -30%,37.226842,-89.5645181
14098,PHF,VA,Newport News/Williamsburg International,Newport News/Williamsburg,100k-1 million,no,N,loss,-56.8,at least -30%,37.1302795,-76.5025939
14794,SGU,UT,St George Regional,St. George,100k-1 million,no,N,gain,9.8,less than 10%,37.0968017,-113.5539707
12511,JLN,MO,Joplin Regional,Joplin,10k-100k,no,N,loss,-52.9,at least -30%,37.0847269,-94.241987
14006,PAH,KY,Barkley Regional,Paducah,10k-100k,yes,N,loss,-35.8,at least -30%,37.0612439,-88.7675112
12902,LBL,KS,Liberal Mid-America Regional,Liberal,less than 10k,yes,,loss,-1.3,less than -10%,37.0439061,-100.962346
14081,PGA,AZ,Page Municipal,Page,10k-100k,yes,N,loss,-16.9,at least -10%,36.9244374,-111.451092
13931,ORF,VA,Norfolk International,Norfolk,1-5 million,no,M,loss,-13.3,at least -10%,36.8958222,-76.2000054
11197,CVN,NM,Clovis Regional,Clovis,less than 10k,yes,,loss,-35.3,at least -30%,34.48336,-103.09665
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,36.7782273,-119.7165417
13476,MRY,CA,Monterey Regional,Monterey,100k-1 million,no,N,loss,-13.7,at least -10%,36.5871457,-121.8462322
10643,BKG,MO,Branson Airport,Branson,10k-100k,no,N,loss,-78.8,at least -30%,36.5385446,-93.1990729
15323,TRI,TN,Tri Cities,Bristol/Johnson City/Kingsport,100k-1 million,no,N,loss,-12.2,at least -10%,36.48186,-82.40774
15919,XNA,AR,Northwest Arkansas National,Fayetteville,100k-1 million,no,S,loss,-22.4,at least -20%,36.2805838,-94.3045816
15370,TUL,OK,Tulsa International,Tulsa,1-5 million,no,S,loss,-11.1,at least -10%,36.2011824,-95.884728
15074,SWO,OK,Stillwater Regional,Stillwater,10k-100k,no,N,loss,-16.7,at least -10%,36.1578398,-97.0838743
10693,BNA,TN,Nashville International,Nashville,more than 5 million,no,L,gain,4.2,less than 10%,36.126317,-86.6773713
11995,GSO,NC,Piedmont Triad International,Greensboro/High Point,1-5 million,no,S,loss,-34.2,at least -30%,36.1043671,-79.9351805
12889,LAS,NV,Harry Reid International,Las Vegas,more than 5 million,no,L,gain,3.1,less than 10%,36.0839998,-115.1537389
14492,RDU,NC,Raleigh-Durham International,Raleigh/Durham,more than 5 million,no,M,loss,-23.7,at least -20%,35.880079,-78.7879963
15412,TYS,TN,McGhee Tyson,Knoxville,1-5 million,no,S,loss,-24.6,at least -20%,35.810833,-83.993889
14674,SAF,NM,Santa Fe Municipal,Santa Fe,100k-1 million,no,N,loss,-10.5,at least -10%,35.6869752,-105.937799
14092,PGV,NC,Pitt Greenville,Greenville,10k-100k,no,N,loss,-47,at least -30%,35.612661,-77.3663538
10561,BFL,CA,Meadows Field,Bakersfield,100k-1 million,no,N,gain,2.4,less than 10%,35.4357649,-119.0574881
10431,AVL,NC,Asheville Regional,Asheville,100k-1 million,no,S,loss,-4.1,less than -10%,35.4348962,-82.5378541
13851,OKC,OK,Will Rogers World,Oklahoma City,1-5 million,no,S,loss,-18.7,at least -10%,35.3954661,-97.5962409
12544,USA,NC,Concord Padgett Regional,Concord,100k-1 million,no,N,loss,-39.1,at least -30%,35.3804095,-80.7141408
11778,FSM,AR,Fort Smith Regional,Fort Smith,10k-100k,no,N,loss,-35.1,at least -30%,35.33771,-94.3656
14698,SBP,CA,San Luis County Regional,San Luis Obispo,100k-1 million,no,N,loss,-10.5,at least -10%,35.3102296,-120.4357631
10279,AMA,TX,Rick Husband Amarillo International,Amarillo,100k-1 million,no,N,loss,-11.6,at least -10%,35.2181993,-101.7063897
11057,CLT,NC,Charlotte Douglas International,Charlotte,more than 5 million,no,L,loss,-16.5,at least -10%,35.2162991,-80.9539475
11695,FLG,AZ,Flagstaff Pulliam,Flagstaff,100k-1 million,no,N,loss,-19.5,at least -10%,35.1402957,-111.6710476
11617,EWN,NC,Coastal Carolina Regional,New Bern/Morehead/Beaufort,100k-1 million,no,N,loss,-51.1,at least -30%,35.073541,-77.041255
13244,MEM,TN,Memphis International,Memphis,1-5 million,no,M,loss,-23.2,at least -20%,35.0471162,-89.9814413
10140,ABQ,NM,Albuquerque International Sunport,Albuquerque,1-5 million,no,M,loss,-19.7,at least -10%,35.0394211,-106.6085003
10980,CHA,TN,Lovell Field,Chattanooga,100k-1 million,no,S,loss,-34.5,at least -30%,35.0374486,-85.1970112
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,34.9910665,-78.887089
14905,SMX,CA,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,10k-100k,no,N,loss,-33,at least -30%,34.9423873,-120.4247455
11996,GSP,SC,Greenville-Spartanburg International,Greer,1-5 million,no,S,loss,-22.1,at least -20%,34.8959008,-82.2172338
13795,OAJ,NC,Albert J Ellis,Jacksonville/Camp Lejeune,100k-1 million,no,N,loss,-29.6,at least -20%,34.8290359,-77.6069458
12992,LIT,AR,Bill and Hillary Clinton Nat Adams Field,Little Rock,1-5 million,no,S,loss,-18.8,at least -10%,34.7307049,-92.2216531
14237,PRC,AZ,Prescott Regional Ernest A Love Field,Prescott,10k-100k,yes,N,loss,-0.1,less than -10%,34.6501415,-112.4282583
12891,LAW,OK,Lawton-Fort Sill Regional,Lawton/Fort Sill,10k-100k,no,N,loss,-13.9,at least -10%,34.6497113,-98.4226287
12217,HSV,AL,Huntsville International-Carl T Jones Field,Huntsville,100k-1 million,no,S,loss,-19.7,at least -10%,34.6376902,-86.7768273
14689,SBA,CA,Santa Barbara Municipal,Santa Barbara,100k-1 million,no,S,loss,-21.7,at least -20%,34.4271935,-119.8398835
12323,ILM,NC,Wilmington International,Wilmington,100k-1 million,no,S,loss,-8.6,less than -10%,34.2670855,-77.9104974
15374,TUP,MS,Tupelo Regional,Tupelo,10k-100k,yes,N,loss,-29.2,at least -20%,34.2576066,-88.7033859
10800,BUR,CA,Bob Hope,Burbank,1-5 million,no,S,gain,0.8,less than 10%,34.19853,-118.35741
11699,FLO,SC,Florence Regional,Florence,10k-100k,no,N,loss,-36.1,at least -30%,34.19336,-79.72826
13891,ONT,CA,Ontario International,Ontario,1-5 million,no,M,gain,1.4,less than 10%,34.0559976,-117.5980922
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,L,loss,-23.3,at least -20%,34.0522342,-118.2436849
14960,SPS,TX,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,10k-100k,no,N,loss,-11.5,at least -10%,33.9685715,-98.510735
10868,CAE,SC,Columbia Metropolitan,Columbia,100k-1 million,no,S,loss,-26.4,at least -20%,33.941917,-81.1220015
14262,PSP,CA,Palm Springs International,Palm Springs,1-5 million,no,S,gain,17,at least 10%,33.8303194,-116.5070468
12954,LGB,CA,Long Beach Airport,Long Beach,1-5 million,no,S,loss,-4.1,less than -10%,33.8161655,-118.1512518
13577,MYR,SC,Myrtle Beach International,Myrtle Beach,1-5 million,no,S,gain,38.5,at least 30%,33.6890603,-78.8866943
14908,SNA,CA,John Wayne Airport-Orange County,Santa Ana,more than 5 million,no,M,gain,4.6,less than 10%,33.6778994,-117.8623738
12896,LBB,TX,Lubbock Preston Smith International,Lubbock,100k-1 million,no,S,loss,-16.8,at least -10%,33.6565685,-101.8222599
10397,ATL,GA,Hartsfield-Jackson Atlanta International,Atlanta,more than 5 million,no,L,loss,-20.6,at least -20%,33.64095,-84.443945
10599,BHM,AL,Birmingham-Shuttlesworth International,Birmingham,1-5 million,no,S,loss,-27.3,at least -20%,33.5625094,-86.7541573
12007,GTR,MS,Golden Triangle Regional,Columbus,10k-100k,no,N,loss,-14.3,at least -10%,33.4515977,-88.5875147
14107,PHX,AZ,Phoenix Sky Harbor International,Phoenix,more than 5 million,no,L,loss,-7.3,less than -10%,33.435249,-112.010124
15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana,10k-100k,no,N,gain,3,less than 10%,33.425125,-94.0476882
10208,AGS,GA,Augusta Regional at Bush Field,Augusta,100k-1 million,no,N,loss,-15.1,at least -10%,33.3702981,-81.9649175
10466,AZA,AZ,Phoenix - Mesa Gateway,Phoenix,100k-1 million,no,S,gain,1.3,less than 10%,33.3089787,-111.6559353
14588,ROW,NM,Roswell Air Center,Roswell,10k-100k,no,N,loss,-11.5,at least -10%,33.3024659,-104.525764
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,L,loss,-9.8,less than -10%,32.8998091,-97.0403352
12177,HOB,NM,Lea County Regional,Hobbs,10k-100k,no,N,loss,-23.1,at least -20%,32.8968816,-103.3587288
10994,CHS,SC,Charleston AFB/International,Charleston,1-5 million,no,M,loss,-2.2,less than -10%,32.8909785,-80.0691552
11259,DAL,TX,Dallas Love Field,Dallas,more than 5 million,no,M,loss,-11.6,at least -10%,32.85203,-96.8587106
14679,SAN,CA,San Diego International,San Diego,more than 5 million,no,L,loss,-13.7,at least -10%,32.715738,-117.1610838
16218,YUM,AZ,Yuma MCAS/Yuma International,Yuma,10k-100k,no,N,loss,-14.5,at least -10%,32.6685512,-114.5991383
13377,MLU,LA,Monroe Regional,Monroe,100k-1 million,no,N,loss,-31.7,at least -30%,32.51035,-92.04361
14814,SHV,LA,Shreveport Regional,Shreveport,100k-1 million,no,N,loss,-25.7,at least -20%,32.4544911,-93.8286552
10136,ABI,TX,Abilene Regional,Abilene,10k-100k,no,N,loss,-16.8,at least -10%,32.4118941,-99.6800464
13277,MGM,AL,Montgomery Regional,Montgomery,100k-1 million,no,N,loss,-29.7,at least -20%,32.3792233,-86.3077368
15411,TYR,TX,Tyler Pounds Regional,Tyler,10k-100k,no,N,loss,-20.9,at least -20%,32.3511258,-95.4096293
13241,MEI,MS,Key Field,Meridian,10k-100k,yes,N,loss,-17.4,at least -10%,32.333547,-88.7451526
12448,JAN,MS,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,100k-1 million,no,S,gain,2.7,less than 10%,32.3122283,-90.0764217
12124,HHH,SC,Hilton Head Airport,Hilton Head,100k-1 million,no,N,gain,0.1,less than 10%,32.2248476,-80.6971648
13203,MCN,GA,Middle Georgia Regional,Macon,10k-100k,yes,N,loss,-19,at least -10%,32.1574351,-82.907123
14685,SAV,GA,Savannah/Hilton Head International,Savannah,1-5 million,no,S,loss,-0.4,less than -10%,32.1294267,-81.2018521
15376,TUS,AZ,Tucson International,Tucson,1-5 million,no,S,loss,-18.6,at least -10%,32.1145102,-110.9392269
11905,GGG,TX,East Texas Regional,Longview,10k-100k,no,N,loss,-18,at least -10%,31.9685988,-99.9018131
13158,MAF,TX,Midland International Air and Space Port,Midland/Odessa,100k-1 million,no,S,loss,-10.4,at least -10%,31.9417386,-102.2047497
11540,ELP,TX,El Paso International,El Paso,1-5 million,no,S,loss,-8.4,less than -10%,31.8108956,-106.3640398
10155,ACT,TX,Waco Regional,Waco,10k-100k,no,N,loss,-5,less than -10%,31.6092433,-97.2232208
14109,PIB,MS,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,10k-100k,yes,N,loss,-4.9,less than -10%,31.468239,-89.335421
14842,SJT,TX,San Angelo Regional/Mathis Field,San Angelo,10k-100k,no,N,loss,-25.2,at least -20%,31.3572857,-100.5028459
10185,AEX,LA,Alexandria International,Alexandria,100k-1 million,no,N,loss,-29.1,at least -20%,31.32585,-92.54896
10146,ABY,GA,Southwest Georgia Regional,Albany,10k-100k,no,N,loss,-5.1,less than -10%,31.3254159,-84.4382721
10731,BQK,GA,Brunswick Golden Isles,Brunswick,10k-100k,no,N,loss,-15.9,at least -10%,31.2548331,-81.4669111
11308,DHN,AL,Dothan Regional,Dothan,10k-100k,no,N,loss,-32.5,at least -30%,31.2232313,-85.3904888
11982,GRK,TX,Robert Gray AAF,Killeen,100k-1 million,no,N,loss,-38.9,at least -30%,31.07389,-97.83564
15607,VLD,GA,Valdosta Regional,Valdosta,10k-100k,no,N,loss,-3.5,less than -10%,30.7891551,-83.2786564
13422,MOB,AL,Mobile Regional,Mobile,100k-1 million,no,N,loss,-30.1,at least -30%,30.6924859,-88.2455489
10562,BFM,AL,Mobile International,Mobile,10k-100k,no,,loss,-100,at least -30%,30.67762,-88.06907
11049,CLL,TX,Easterwood Field,College Station/Bryan,10k-100k,no,N,loss,-41.5,at least -30%,30.627977,-96.3344068
12451,JAX,FL,Jacksonville International,Jacksonville,1-5 million,no,M,loss,-17.5,at least -10%,30.4938673,-81.6906708
14193,PNS,FL,Pensacola International,Pensacola,1-5 million,no,S,loss,-14.4,at least -10%,30.4717475,-87.1846624
15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso,100k-1 million,no,S,loss,-1.4,less than -10%,30.4635583,-86.5533382
10781,BTR,LA,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,100k-1 million,no,N,loss,-28,at least -20%,30.4514677,-91.1871466
15249,TLH,FL,Tallahassee International,Tallahassee,100k-1 million,no,N,loss,-25.4,at least -20%,30.4382559,-84.2807329
11973,GPT,MS,Gulfport-Biloxi International,Gulfport/Biloxi,100k-1 million,no,N,loss,-18.3,at least -10%,30.3674198,-89.0928155
12915,LCH,LA,Lake Charles Regional,Lake Charles,10k-100k,no,N,loss,-11.2,at least -10%,30.2265949,-93.2173758
12951,LFT,LA,Lafayette Regional Paul Fournet Field,Lafayette,100k-1 million,no,N,loss,-3.5,less than -10%,30.2240897,-92.0198427
10423,AUS,TX,Austin - Bergstrom International,Austin,more than 5 million,no,L,gain,30.5,at least 30%,30.1974711,-97.6663529
12266,IAH,TX,George Bush Intercontinental/Houston,Houston,more than 5 million,no,L,loss,-17.4,at least -10%,29.9902199,-95.3367827
10728,BPT,TX,Jack Brooks Regional,Beaumont/Port Arthur,10k-100k,no,N,loss,-18.6,at least -10%,29.955004,-94.01843
13495,MSY,LA,Louis Armstrong New Orleans International,New Orleans,more than 5 million,no,M,loss,-16.5,at least -10%,29.9510658,-90.0715323
11953,GNV,FL,Gainesville Regional,Gainesville,100k-1 million,no,N,loss,-28.9,at least -20%,29.6865485,-82.276659
12191,HOU,TX,William P Hobby,Houston,more than 5 million,no,M,loss,-15.4,at least -10%,29.64782,-95.27694
14683,SAT,TX,San Antonio International,San Antonio,1-5 million,no,M,loss,-18.6,at least -10%,29.4251905,-98.4945922
11415,DRT,TX,Del Rio International,Del Rio,10k-100k,no,N,loss,-4.3,less than -10%,29.3708857,-100.8958674
11252,DAB,FL,Daytona Beach International,Daytona Beach,100k-1 million,no,N,loss,-19.3,at least -10%,29.2108147,-81.0228331
14761,SFB,FL,Orlando Sanford International,Sanford,1-5 million,no,S,loss,-17.8,at least -10%,28.7759404,-81.234288
13204,MCO,FL,Orlando International,Orlando,more than 5 million,no,L,gain,0.9,less than 10%,28.4311443,-81.3079041
13360,MLB,FL,Melbourne Orlando International,Melbourne,100k-1 million,no,N,loss,-7.3,less than -10%,28.1012659,-80.645078
15304,TPA,FL,Tampa International,Tampa,more than 5 million,no,L,loss,-7.3,less than -10%,27.9769744,-82.5301731
14112,PIE,FL,St Pete Clearwater International,St. Petersburg,1-5 million,no,S,loss,-0.5,less than -10%,27.9065335,-82.6906849
11140,CRP,TX,Corpus Christi International,Corpus Christi,100k-1 million,no,N,loss,-11.7,at least -10%,27.8005828,-97.396381
11481,ECP,FL,Northwest Florida Beaches International,Panama City,100k-1 million,no,S,gain,11.9,at least 10%,27.6648274,-81.5157535
13061,LRD,TX,Laredo International,Laredo,10k-100k,no,N,loss,-19.8,at least -10%,27.5035613,-99.5075519
14986,SRQ,FL,Sarasota/Bradenton International,Sarasota/Bradenton,100k-1 million,no,S,gain,75.6,at least 30%,27.3951191,-82.5538197
14082,PGD,FL,Punta Gorda Airport,Punta Gorda,100k-1 million,no,S,gain,11.2,at least 10%,26.9197334,-81.9959802
14027,PBI,FL,Palm Beach International,West Palm Beach/Palm Beach,1-5 million,no,M,loss,-8.6,less than -10%,26.6857475,-80.0928165
14635,RSW,FL,Southwest Florida International,Fort Myers,1-5 million,no,M,gain,2.4,less than 10%,26.5337051,-81.7553083
12206,HRL,TX,Valley International,Harlingen/San Benito,100k-1 million,no,S,gain,4.4,less than 10%,26.22376,-97.66235
13256,MFE,TX,McAllen Miller International,Mission/McAllen/Edinburg,100k-1 million,no,S,loss,-19.6,at least -10%,26.1770587,-98.2391389
11697,FLL,FL,Fort Lauderdale-Hollywood International,Fort Lauderdale,more than 5 million,no,L,loss,-16.4,at least -10%,26.0742344,-80.1506022
10747,BRO,TX,Brownsville South Padre Island International,Brownsville,100k-1 million,no,N,loss,-14,at least -10%,25.947508,-97.505974
13303,MIA,FL,Miami International,Miami,more than 5 million,no,L,gain,17.9,at least 10%,25.7951459,-80.2795092
11624,EYW,FL,Key West International,Key West,100k-1 million,no,S,gain,10.7,at least 10%,24.5550593,-81.7799871
