ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10397.0,ATL,"Atlanta, GA",GA,1168.0,1041.0,2221.0,3326.0,5421.0,5741.0,6459.0,6456.0,4594.0,5832.0,4879.0,4505.0,51643.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10434.0,AVP,"Scranton/Wilkes-Barre, PA",PA,0.0,0.0,0.0,0.0,0.0,0.0,114.0,130.0,0.0,0.0,0.0,0.0,244.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10577.0,BGM,"Binghamton, NY",NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10693.0,BNA,"Nashville, TN",TN,49.0,197.0,447.0,747.0,952.0,1002.0,1344.0,672.0,0.0,0.0,521.0,917.0,6848.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11042.0,CLE,"Cleveland, OH",OH,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11057.0,CLT,"Charlotte, NC",NC,3113.0,3131.0,4903.0,5319.0,5787.0,5831.0,6165.0,5894.0,4440.0,5959.0,5119.0,5065.0,60726.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11433.0,DTW,"Detroit, MI",MI,1221.0,1177.0,1707.0,2211.0,3095.0,3938.0,3255.0,3155.0,1921.0,2866.0,2731.0,2654.0,29931.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11618.0,EWR,"Newark, NJ",NJ,0.0,0.0,0.0,0.0,0.0,118.0,129.0,0.0,0.0,75.0,119.0,0.0,441.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11697.0,FLL,"Fort Lauderdale, FL",FL,324.0,544.0,915.0,172.0,282.0,1236.0,1459.0,1275.0,857.0,1197.0,1259.0,748.0,10268.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12197.0,HPN,"White Plains, NY",NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12264.0,IAD,"Washington, DC",VA,665.0,638.0,968.0,1536.0,1903.0,1209.0,1198.0,2518.0,905.0,943.0,1197.0,1330.0,15010.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12323.0,ILM,"Wilmington, NC",NC,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12478.0,JFK,"New York, NY",NY,0.0,0.0,0.0,0.0,0.0,140.0,82.0,72.0,0.0,0.0,0.0,0.0,294.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12953.0,LGA,"New York, NY",NY,0.0,0.0,0.0,27.0,0.0,0.0,65.0,0.0,0.0,46.0,196.0,0.0,334.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",13230.0,MDT,"Harrisburg, PA",PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",13577.0,MYR,"Myrtle Beach, SC",SC,0.0,0.0,0.0,582.0,1227.0,2355.0,3207.0,2411.0,923.0,1223.0,971.0,0.0,12899.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",13795.0,OAJ,"Jacksonville/Camp Lejeune, NC",NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",13930.0,ORD,"Chicago, IL",IL,142.0,132.0,1122.0,1449.0,3422.0,3432.0,3691.0,3103.0,2179.0,4237.0,4251.0,3683.0,30843.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14027.0,PBI,"West Palm Beach/Palm Beach, FL",FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,167.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14082.0,PGD,"Punta Gorda, FL",FL,1044.0,1467.0,2017.0,1844.0,1871.0,2856.0,3522.0,2495.0,1057.0,2302.0,2181.0,3227.0,25883.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14100.0,PHL,"Philadelphia, PA",PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14112.0,PIE,"St. Petersburg, FL",FL,1041.0,1065.0,1787.0,1816.0,2093.0,4275.0,4910.0,3087.0,1654.0,2712.0,2342.0,3010.0,29792.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14685.0,SAV,"Savannah, GA",GA,0.0,0.0,452.0,676.0,656.0,774.0,860.0,339.0,0.0,0.0,0.0,0.0,3757.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14696.0,SBN,"South Bend, IN",IN,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14761.0,SFB,"Sanford, FL",FL,2106.0,2804.0,4935.0,5991.0,6581.0,8431.0,9098.0,6706.0,3348.0,5786.0,6172.0,6877.0,68835.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14986.0,SRQ,"Sarasota/Bradenton, FL",FL,70.0,361.0,819.0,377.0,0.0,1046.0,1205.0,957.0,682.0,1171.0,1287.0,0.0,7975.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",15096.0,SYR,"Syracuse, NY",NY,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",10423.0,AUS,"Austin, TX",TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,53.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",11109.0,COS,"Colorado Springs, CO",CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",11298.0,DFW,"Dallas/Fort Worth, TX",TX,3352.0,2815.0,4770.0,5501.0,6870.0,7014.0,8108.0,7193.0,5484.0,6404.0,5930.0,6694.0,70135.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",12266.0,IAH,"Houston, TX",TX,316.0,284.0,762.0,805.0,1387.0,1590.0,1658.0,1352.0,1232.0,19.0,0.0,0.0,9405.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",12896.0,LBB,"Lubbock, TX",TX,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",13158.0,MAF,"Midland/Odessa, TX",TX,0.0,0.0,48.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",14842.0,SJT,"San Angelo, TX",TX,0.0,0.0,27.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,51.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10136.0,ABI,"Abilene, TX",TX,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10155.0,ACT,"Waco, TX",TX,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10279.0,AMA,"Amarillo, TX",TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10397.0,ATL,"Atlanta, GA",GA,2285.0,2161.0,3050.0,3675.0,9605.0,9343.0,10282.0,12760.0,12180.0,14365.0,12352.0,11696.0,103754.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10423.0,AUS,"Austin, TX",TX,319.0,136.0,569.0,274.0,454.0,4559.0,4969.0,4871.0,4353.0,5780.0,4960.0,4332.0,35576.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10558.0,BFF,"Scottsbluff, NE",NE,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10693.0,BNA,"Nashville, TN",TN,0.0,0.0,0.0,0.0,160.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10721.0,BOS,"Boston, MA",MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,196.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10792.0,BUF,"Buffalo, NY",NY,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10800.0,BUR,"Burbank, CA",CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10821.0,BWI,"Baltimore, MD",MD,109.0,0.0,386.0,565.0,834.0,1368.0,1551.0,1509.0,1471.0,2001.0,2031.0,1981.0,13806.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11085.0,CNM,"Carlsbad, NM",NM,114.0,39.0,130.0,143.0,169.0,140.0,184.0,189.0,213.0,206.0,226.0,239.0,1992.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11109.0,COS,"Colorado Springs, CO",CO,0.0,0.0,50.0,0.0,142.0,0.0,58.0,49.0,45.0,0.0,0.0,0.0,344.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11140.0,CRP,"Corpus Christi, TX",TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11259.0,DAL,"Dallas, TX",TX,4757.0,4322.0,9751.0,10301.0,12742.0,11588.0,11830.0,9994.0,11387.0,15850.0,14565.0,14521.0,131608.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11292.0,DEN,"Denver, CO",CO,7337.0,7913.0,11720.0,15514.0,19153.0,20865.0,22663.0,20174.0,19739.0,22451.0,18283.0,18298.0,204110.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11298.0,DFW,"Dallas/Fort Worth, TX",TX,8169.0,6876.0,12426.0,11641.0,12677.0,27696.0,29657.0,25903.0,25665.0,28211.0,28777.0,30428.0,248126.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11348.0,DMN,"Deming, NM",NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11413.0,DRO,"Durango, CO",CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,64.0,109.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11540.0,ELP,"El Paso, TX",TX,0.0,43.0,0.0,141.0,0.0,264.0,278.0,0.0,0.0,0.0,0.0,0.0,726.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11638.0,FAT,"Fresno, CA",CA,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11921.0,GJT,"Grand Junction, CO",CO,0.0,42.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,109.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",11982.0,GRK,"Killeen, TX",TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,75.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12012.0,GUC,"Gunnison, CO",CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12191.0,HOU,"Houston, TX",TX,3368.0,3534.0,6279.0,6839.0,9128.0,8833.0,9068.0,8178.0,7921.0,10252.0,8178.0,6937.0,88515.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12217.0,HSV,"Huntsville, AL",AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12266.0,IAH,"Houston, TX",TX,1971.0,1548.0,3359.0,4445.0,5309.0,5942.0,6789.0,6023.0,7445.0,10940.0,6017.0,5889.0,65677.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12478.0,JFK,"New York, NY",NY,348.0,76.0,53.0,972.0,2197.0,3509.0,3274.0,2937.0,2162.0,3579.0,2697.0,2893.0,24697.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12889.0,LAS,"Las Vegas, NV",NV,3115.0,3823.0,7392.0,8875.0,8705.0,12421.0,13189.0,12366.0,11836.0,13414.0,10826.0,11796.0,117758.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12891.0,LAW,"Lawton/Fort Sill, OK",OK,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12892.0,LAX,"Los Angeles, CA",CA,1234.0,1830.0,2649.0,3468.0,5204.0,12516.0,14071.0,12360.0,11622.0,14557.0,13821.0,14550.0,107882.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12896.0,LBB,"Lubbock, TX",TX,0.0,0.0,0.0,74.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12992.0,LIT,"Little Rock, AR",AR,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",13158.0,MAF,"Midland/Odessa, TX",TX,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",13198.0,MCI,"Kansas City, MO",MO,107.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,262.0,287.0,723.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",13232.0,MDW,"Chicago, IL",IL,2250.0,2154.0,3055.0,4040.0,4757.0,4836.0,5242.0,5534.0,4880.0,5316.0,4812.0,4145.0,51021.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",13485.0,MSN,"Madison, WI",WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,66.0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",13487.0,MSP,"Minneapolis, MN",MN,0.0,0.0,0.0,0.0,0.0,1463.0,2151.0,1865.0,750.0,128.0,0.0,0.0,6357.0
