ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10397.0,ATL,"Atlanta, GA",GA,3757.0,4350.0,5178.0,5073.0,5032.0,5158.0,4717.0,5356.0,4795.0,5266.0,4724.0,4458.0,57864.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10693.0,BNA,"Nashville, TN",TN,102.0,0.0,878.0,821.0,1261.0,1169.0,1285.0,1318.0,1243.0,1346.0,1246.0,1064.0,11733.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10721.0,BOS,"Boston, MA",MA,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11057.0,CLT,"Charlotte, NC",NC,3596.0,4497.0,3943.0,5550.0,5110.0,5207.0,4742.0,5181.0,4766.0,5078.0,4959.0,5333.0,57962.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11278.0,DCA,"Washington, DC",VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,139.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11433.0,DTW,"Detroit, MI",MI,1734.0,1308.0,2790.0,3227.0,3419.0,3329.0,1938.0,1910.0,582.0,0.0,0.0,0.0,20237.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11618.0,EWR,"Newark, NJ",NJ,0.0,0.0,361.0,0.0,302.0,172.0,549.0,86.0,125.0,0.0,0.0,61.0,1656.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11697.0,FLL,"Fort Lauderdale, FL",FL,1112.0,1213.0,1075.0,1023.0,1124.0,1306.0,1520.0,844.0,0.0,1260.0,1171.0,2249.0,13897.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11996.0,GSP,"Greer, SC",SC,0.0,0.0,0.0,0.0,0.0,0.0,69.0,61.0,0.0,0.0,0.0,0.0,130.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12197.0,HPN,"White Plains, NY",NY,16.0,16.0,84.0,0.0,76.0,0.0,0.0,0.0,55.0,136.0,0.0,0.0,383.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12264.0,IAD,"Washington, DC",VA,789.0,739.0,851.0,656.0,601.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12397.0,ITH,"Ithaca/Cortland, NY",NY,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12451.0,JAX,"Jacksonville, FL",FL,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12478.0,JFK,"New York, NY",NY,0.0,0.0,0.0,0.0,141.0,0.0,184.0,0.0,90.0,0.0,0.0,0.0,415.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",12953.0,LGA,"New York, NY",NY,0.0,0.0,241.0,75.0,0.0,121.0,375.0,130.0,0.0,136.0,360.0,0.0,1438.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",13230.0,MDT,"Harrisburg, PA",PA,0.0,0.0,159.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",13577.0,MYR,"Myrtle Beach, SC",SC,0.0,0.0,0.0,1469.0,1578.0,2904.0,3663.0,2944.0,1339.0,1405.0,1183.0,992.0,17477.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",13930.0,ORD,"Chicago, IL",IL,2322.0,1674.0,3082.0,4583.0,4818.0,4771.0,4787.0,4758.0,5660.0,5861.0,3897.0,2221.0,48434.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14027.0,PBI,"West Palm Beach/Palm Beach, FL",FL,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14082.0,PGD,"Punta Gorda, FL",FL,2150.0,1849.0,2305.0,2738.0,2234.0,3127.0,3909.0,3225.0,1919.0,2049.0,2836.0,2961.0,31302.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14100.0,PHL,"Philadelphia, PA",PA,0.0,0.0,0.0,0.0,98.0,31.0,0.0,0.0,0.0,0.0,43.0,0.0,172.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14112.0,PIE,"St. Petersburg, FL",FL,2140.0,2638.0,3960.0,3566.0,3557.0,4822.0,5055.0,4820.0,3303.0,4425.0,2983.0,2921.0,44190.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14685.0,SAV,"Savannah, GA",GA,0.0,0.0,0.0,0.0,0.0,990.0,1142.0,502.0,0.0,0.0,0.0,0.0,2634.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14761.0,SFB,"Sanford, FL",FL,4976.0,6144.0,8349.0,8513.0,8563.0,9245.0,10053.0,9430.0,5553.0,7139.0,7521.0,6611.0,92097.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14986.0,SRQ,"Sarasota/Bradenton, FL",FL,830.0,1084.0,1769.0,1587.0,1219.0,1497.0,1633.0,1437.0,1234.0,1431.0,1491.0,1215.0,16427.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",10194.0,AFW,"Dallas/Fort Worth, TX",TX,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",11298.0,DFW,"Dallas/Fort Worth, TX",TX,4538.0,4082.0,6825.0,6322.0,6912.0,6935.0,6581.0,6895.0,6365.0,6493.0,5951.0,5654.0,73553.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",11982.0,GRK,"Killeen, TX",TX,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
10136,TX,ABI,"Abilene, TX: Abilene Regional",12266.0,IAH,"Houston, TX",TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,162.0,0.0,0.0,0.0,192.0
