ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10397.0,ATL,"Atlanta, GA",GA,4967.0,4850.0,6456.0,6350.0,5492.0,6178.0,6341.0,6733.0,5821.0,6405.0,5935.0,5654.0,71182.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10434.0,AVP,"Scranton/Wilkes-Barre, PA",PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,41.0,0.0,0.0,81.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10469.0,AZO,"Kalamazoo, MI",MI,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10693.0,BNA,"Nashville, TN",TN,0.0,0.0,0.0,0.0,644.0,995.0,1279.0,1248.0,1139.0,1072.0,1231.0,1057.0,8665.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",10868.0,CAE,"Columbia, SC",SC,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11003.0,CID,"Cedar Rapids/Iowa City, IA",IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11027.0,CKB,"Clarksburg/Fairmont, WV",WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11042.0,CLE,"Cleveland, OH",OH,0.0,0.0,0.0,0.0,0.0,38.0,50.0,0.0,0.0,0.0,0.0,0.0,88.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11057.0,CLT,"Charlotte, NC",NC,5351.0,5333.0,5489.0,5359.0,5159.0,5265.0,5119.0,4811.0,4682.0,5093.0,4579.0,5161.0,61401.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11066.0,CMH,"Columbus, OH",OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,37.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11267.0,DAY,"Dayton, OH",OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11278.0,DCA,"Washington, DC",VA,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11433.0,DTW,"Detroit, MI",MI,3018.0,2602.0,3193.0,3599.0,3325.0,3542.0,3233.0,3336.0,3239.0,3412.0,2824.0,2194.0,37517.0
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",11577.0,ERI,"Erie, PA",PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
