ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,total_2019,total_2022,total_50s_2019,pct_50_2019,total_50s_2022,pct_50_2022
15919,AR,XNA,"Fayetteville, AR: Northwest Arkansas National",15445,11989,2499,16.17999353,1680,14.01284511
12278,KS,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",11688,9800,4633,39.63894593,2941,30.01020408
10466,AZ,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",5687,5759,0,0,0,0
12197,NY,HPN,"White Plains, NY: Westchester County",14247,14454,2802,19.66729838,1010,6.98768507
11109,CO,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",11163,12203,5131,45.9643465,2475,20.28189789
13296,NH,MHT,"Manchester, NH: Manchester Boston Regional",10869,7378,2270,20.88508602,724,9.812957441
11267,OH,DAY,"Dayton, OH: James M Cox/Dayton International",16404,9799,7467,45.51938552,3575,36.48331462
11638,CA,FAT,"Fresno, CA: Fresno Yosemite International",12713,10663,3749,29.48949894,2246,21.06349057
14082,FL,PGD,"Punta Gorda, FL: Punta Gorda Airport",5337,5935,0,0,0,0
15624,FL,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",8833,8706,1039,11.76270803,84,0.964851826
10431,NC,AVL,"Asheville, NC: Asheville Regional",10702,10261,3545,33.1246496,1198,11.67527531
10849,MT,BZN,"Bozeman, MT: Bozeman Yellowstone International",8359,10154,768,9.187701878,160,1.575733701
12391,NY,ISP,"Islip, NY: Long Island MacArthur",6345,5128,866,13.64854216,440,8.580343214
13230,PA,MDT,"Harrisburg, PA: Harrisburg International",11375,8455,5551,48.8,3233,38.23772915
12217,AL,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",11460,9207,2825,24.65095986,1950,21.17953731
12945,KY,LEX,"Lexington, KY: Blue Grass",12268,8954,4951,40.35702641,3116,34.80008935
13158,TX,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",9775,8762,748,7.652173913,679,7.749372289
10785,VT,BTV,"Burlington, VT: Burlington International",11734,9115,4845,41.2902676,903,9.90674712
11003,IA,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",10451,8271,4805,45.97646158,3227,39.01583847
10868,SC,CAE,"Columbia, SC: Columbia Metropolitan",11371,8368,5039,44.31448421,2792,33.36520076
11481,FL,ECP,"Panama City, FL: Northwest Florida Beaches International",6565,7349,685,10.43412034,747,10.16464825
11603,OR,EUG,"Eugene, OR: Mahlon Sweet Field",8802,9285,1157,13.14473983,657,7.075928918
14783,MO,SGF,"Springfield, MO: Springfield-Branson National",10933,8363,7314,66.89838105,3658,43.74028459
11775,SD,FSD,"Sioux Falls, SD: Joe Foss Field",8463,7544,4075,48.15077396,2055,27.24019088
10980,TN,CHA,"Chattanooga, TN: Lovell Field",10184,6668,5408,53.10290652,2789,41.82663467
12448,MS,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",8378,8607,2555,30.49653855,1310,15.22016963
12323,NC,ILM,"Wilmington, NC: Wilmington International",8902,8137,4413,49.57312963,1205,14.80889763
12896,TX,LBB,"Lubbock, TX: Lubbock Preston Smith International",7405,6164,1768,23.87575962,1283,20.81440623
13264,OR,MFR,"Medford, OR: Rogue Valley International - Medford",8931,7772,1949,21.82286418,872,11.21976325
10158,NJ,ACY,"Atlantic City, NJ: Atlantic City International",3118,3177,0,0,0,0
14689,CA,SBA,"Santa Barbara, CA: Santa Barbara Municipal",9894,7750,3837,38.78107944,858,11.07096774
11624,FL,EYW,"Key West, FL: Key West International",8418,9319,13,0.154430981,0,0
14489,OR,RDM,"Bend/Redmond, OR: Roberts Field",8788,8039,1434,16.31770596,448,5.572832442
11637,ND,FAR,"Fargo, ND: Hector International",7413,6181,3552,47.91582355,2029,32.82640349
10620,MT,BIL,"Billings, MT: Billings Logan International",10032,7459,910,9.070972887,84,1.126156321
15356,NJ,TTN,"Trenton, NJ: Trenton Mercer",2936,2171,0,0,0,0
13486,MT,MSO,"Missoula, MT: Missoula Montana",5838,4716,1012,17.33470367,145,3.074639525
14252,WA,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",6975,5991,1292,18.52329749,960,16.02403605
10135,PA,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",6505,5091,3053,46.93312836,1071,21.03712434
15249,FL,TLH,"Tallahassee, FL: Tallahassee International",7506,5597,1380,18.38529177,71,1.268536716
14696,IN,SBN,"South Bend, IN: South Bend International",7709,5585,5267,68.32273965,2207,39.51656222
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",5465,4393,1074,19.65233303,715,16.27589347
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",7598,3848,4675,61.52934983,1315,34.17359667
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",7654,5847,4820,62.97360857,3189,54.54079015
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",7632,5493,2144,28.09224319,1887,34.35281267
14004,WA,PAE,"Everett, WA: Snohomish County",6929,4229,0,0,0,0
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",8819,5644,7121,80.74611634,3183,56.39617293
10408,WI,ATW,"Appleton, WI: Appleton International",6690,6120,3839,57.38415546,3729,60.93137255
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",5817,5142,1667,28.65738353,1119,21.76196033
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",7258,5667,5798,79.88426564,3955,69.79001235
11648,MT,FCA,"Kalispell, MT: Glacier Park International",4727,4426,921,19.48381637,206,4.654315409
13367,IL,MLI,"Moline, IL: Quad Cities International",6587,4385,4212,63.94413238,2226,50.76396807
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",6145,4553,3253,52.93734744,559,12.27761915
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",6225,4845,2743,44.06425703,2162,44.62332301
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",5873,3771,3812,64.90720245,1452,38.5043755
11252,FL,DAB,"Daytona Beach, FL: Daytona Beach International",3408,2749,1,0.029342723,1,0.036376864
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",4499,4695,1503,33.40742387,996,21.21405751
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",5337,4530,2036,38.14877272,779,17.19646799
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",7032,5227,3510,49.91467577,2714,51.92270901
10666,WA,BLI,"Bellingham, WA: Bellingham International",3279,3618,0,0,0,0
13422,AL,MOB,"Mobile, AL: Mobile Regional",6717,4696,4768,70.98407027,2347,49.97870528
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",5786,5107,1644,28.41341168,2141,41.92285099
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",5295,3625,3116,58.84796978,1112,30.67586207
10581,ME,BGR,"Bangor, ME: Bangor International",5600,5259,3719,66.41071429,462,8.784940103
10372,CO,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",6065,5908,0,0,0,0
11721,MI,FNT,"Flint, MI: Bishop International",4291,3216,2030,47.30831974,1351,42.00870647
10434,PA,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",5970,2816,4058,67.97319933,1224,43.46590909
15380,MI,TVC,"Traverse City, MI: Cherry Capital",5572,4772,2524,45.29791816,2061,43.18943839
11973,MS,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",4572,3734,1179,25.78740157,1189,31.84252812
11953,FL,GNV,"Gainesville, FL: Gainesville Regional",5160,3670,2963,57.42248062,146,3.978201635
14698,CA,SBP,"San Luis Obispo, CA: San Luis County Regional",5532,4953,2481,44.84815618,1455,29.37613568
12951,LA,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",5104,4923,2845,55.74059561,2814,57.16026813
11921,CO,GJT,"Grand Junction, CO: Grand Junction Regional",5221,3908,2120,40.60524804,850,21.75025589
11612,IN,EVV,"Evansville, IN: Evansville Regional",5434,2627,4235,77.93522267,1129,42.9767796
13360,FL,MLB,"Melbourne, FL: Melbourne Orlando International",2670,2476,23,0.861423221,5,0.201938611
15023,CA,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",4129,4709,628,15.20949382,296,6.285835634
13476,CA,MRY,"Monterey, CA: Monterey Regional",4758,4108,2232,46.91046658,1351,32.88704966
11146,WV,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",5143,3251,4069,79.11724674,1402,43.12519225
15323,TN,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",4381,3847,3545,80.91759872,2202,57.23940733
11641,NC,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",4077,2877,2313,56.73289183,1153,40.07646854
14098,VA,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",3938,1700,1875,47.61300152,1185,69.70588235
10685,IL,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",3004,2571,896,29.82689747,731,28.43251653
13277,AL,MGM,"Montgomery, AL: Montgomery Regional",4679,3289,4153,88.75828168,2216,67.37610216
11413,CO,DRO,"Durango, CO: Durango La Plata County",4225,3573,1495,35.38461538,1187,33.22138259
14711,PA,SCE,"State College, PA: University Park",4992,2537,4943,99.01842949,1842,72.6054395
11503,CO,EGE,"Eagle, CO: Eagle County Regional",2291,2816,0,0,0,0
15070,NY,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",2853,843,1725,60.46267087,0,0
14633,MN,RST,"Rochester, MN: Rochester International",4091,1738,2993,73.16059643,1017,58.5155351
12544,NC,USA,"Concord, NC: Concord Padgett Regional",1357,826,1,0.073691968,0,0
12280,ID,IDA,"Idaho Falls, ID: Idaho Falls Regional",2894,4652,1751,60.50449205,483,10.38263113
12003,MT,GTF,"Great Falls, MT: Great Falls International",3141,2294,1878,59.78987584,934,40.71490846
13433,ND,MOT,"Minot, ND: Minot International",2866,2228,1932,67.41102582,882,39.58707361
13029,NE,LNK,"Lincoln, NE: Lincoln Airport",3678,2138,3182,86.51441001,1937,90.59869036
12884,MI,LAN,"Lansing, MI: Capital Region International",3932,1931,3459,87.97049847,1573,81.46038322
13795,NC,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",3381,2379,1397,41.31913635,903,37.95712484
13502,CO,MTJ,"Montrose/Delta, CO: Montrose Regional",2987,2983,939,31.43622364,54,1.810258129
11537,NY,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",2726,1001,720,26.41232575,5,0.4995005
12898,PA,LBE,"Latrobe, PA: Arnold Palmer Regional",1094,878,0,0,0,0
11337,MN,DLH,"Duluth, MN: Duluth International",3274,2301,2368,72.32742822,1340,58.23554976
10676,IL,BLV,"Belleville, IL: Scott AFB MidAmerica St Louis",1010,1114,0,0,0,0
12917,OH,LCK,"Columbus, OH: Rickenbacker International",1030,965,0,0,0,0
10469,MI,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",3697,1661,2866,77.52231539,1588,95.60505719
11982,TX,GRK,"Killeen, TX: Robert Gray AAF",3369,2060,1924,57.1089344,595,28.88349515
14674,NM,SAF,"Santa Fe, NM: Santa Fe Municipal",2802,2507,1031,36.79514632,690,27.52293578
11203,WI,CWA,"Mosinee, WI: Central Wisconsin",3443,1798,3413,99.12866686,1794,99.77753059
13184,MI,MBS,"Saginaw/Bay City/Midland, MI: MBS International",2935,1621,2022,68.89267462,1487,91.73349784
10154,MA,ACK,"Nantucket, MA: Nantucket Memorial",12759,8589,276,2.163178933,0,0
10561,CA,BFL,"Bakersfield, CA: Meadows Field",2439,2497,808,33.12833128,669,26.79215058
11111,MO,COU,"Columbia, MO: Columbia Regional",3084,1612,1583,51.32944228,506,31.38957816
14025,NY,PBG,"Plattsburgh, NY: Plattsburgh International",1345,957,617,45.87360595,538,56.21734587
10747,TX,BRO,"Brownsville, TX: Brownsville South Padre Island International",2664,2292,1129,42.37987988,1103,48.12390925
15295,OH,TOL,"Toledo, OH: Eugene F Kranz Toledo Express",2057,860,1000,48.61448712,472,54.88372093
12265,NY,IAG,"Niagara Falls, NY: Niagara Falls International",836,388,0,0,0,0
14512,IL,RFD,"Rockford, IL: Chicago/Rockford International",787,773,0,0,0,0
11695,AZ,FLG,"Flagstaff, AZ: Flagstaff Pulliam",2482,1998,538,21.67606769,170,8.508508509
10185,LA,AEX,"Alexandria, LA: Alexandria International",3232,2291,3219,99.59777228,1665,72.67568747
12156,MT,HLN,"Helena, MT: Helena Regional",2436,1576,1357,55.70607553,473,30.01269036
11898,ND,GFK,"Grand Forks, ND: Grand Forks International",2098,1401,1453,69.2564347,594,42.39828694
11617,NC,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",2524,1235,1420,56.25990491,297,24.048583
13377,LA,MLU,"Monroe, LA: Monroe Regional",2911,1989,2357,80.96873926,1320,66.36500754
12124,SC,HHH,"Hilton Head, SC: Hilton Head Airport",2182,2184,0,0,0,0
14314,UT,PVU,"Provo, UT: Provo Municipal",740,1456,2,0.27027027,0,0
12397,NY,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",2901,1417,2893,99.72423302,678,47.84756528
12223,WV,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",1564,1119,1052,67.26342711,711,63.53887399
11577,PA,ERI,"Erie, PA: Erie International/Tom Ridge Field",2539,1386,2533,99.76368649,1239,89.39393939
12094,CO,HDN,"Hayden, CO: Yampa Valley",1731,2465,854,49.33564414,15,0.60851927
11067,IL,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",2810,1491,2785,99.11032028,1423,95.43930248
14794,UT,SGU,"St. George, UT: St George Regional",2600,2855,2486,95.61538462,1678,58.77408056
14716,CA,SCK,"Stockton, CA: Stockton Metro",1032,599,273,26.45348837,0,0
16218,AZ,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",1932,1651,13,0.672877847,0,0
11122,WY,CPR,"Casper, WY: Casper/Natrona County International",2311,1766,1806,78.14798788,1443,81.71007928
13933,MA,ORH,"Worcester, MA: Worcester Regional",1666,1618,594,35.6542617,2,0.123609394
13076,WI,LSE,"La Crosse, WI: La Crosse Regional",2151,1398,1587,73.77963738,1257,89.91416309
11778,AR,FSM,"Fort Smith, AR: Fort Smith Regional",2134,1384,1148,53.79568885,595,42.99132948
13139,VA,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",2146,1753,1269,59.1332712,1543,88.02053622
13061,TX,LRD,"Laredo, TX: Laredo International",2643,2120,1817,68.74763526,1253,59.10377358
15041,ID,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",1598,1827,0,0,0,0
10136,TX,ABI,"Abilene, TX: Abilene Regional",2312,1924,2250,97.3183391,1766,91.78794179
10157,CA,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",1930,2122,1553,80.46632124,757,35.67389255
11049,TX,CLL,"College Station/Bryan, TX: Easterwood Field",2248,1314,1838,81.76156584,576,43.83561644
13290,KS,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",1931,1694,1156,59.86535474,828,48.87839433
14952,IL,SPI,"Springfield, IL: Abraham Lincoln Capital",1746,1310,1617,92.61168385,899,68.6259542
14704,MD,SBY,"Salisbury, MD: Salisbury-Ocean City/Wicomico Regional",1905,1212,1905,100,1212,100
14303,WA,PUW,"Pullman, WA: Pullman Moscow Regional",1280,1351,0,0,0,0
11980,NE,GRI,"Grand Island, NE: Central Nebraska Regional",1116,923,726,65.05376344,440,47.67063922
16101,WA,YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",1224,600,0,0,0,0
14842,TX,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",1855,1387,1597,86.0916442,756,54.50612833
11470,WA,EAT,"Wenatchee, WA: Pangborn Memorial",1143,586,0,0,0,0
12915,LA,LCH,"Lake Charles, LA: Lake Charles Regional",1952,1733,1949,99.84631148,1298,74.89901904
10155,TX,ACT,"Waco, TX: Waco Regional",1777,1689,1673,94.1474395,1452,85.96802842
14259,NH,PSM,"Portsmouth, NH: Portsmouth International at Pease",422,365,0,0,0,0
14588,NM,ROW,"Roswell, NM: Roswell Air Center",1406,1245,44,3.129445235,31,2.489959839
15411,TX,TYR,"Tyler, TX: Tyler Pounds Regional",1519,1201,1448,95.32587228,982,81.76519567
13459,MI,MQT,"Marquette, MI: Sawyer International",1378,1061,1016,73.73004354,1031,97.17247879
11308,AL,DHN,"Dothan, AL: Dothan Regional",1382,933,1382,100,883,94.64094319
14092,NC,PGV,"Greenville, NC: Pitt Greenville",1484,786,1484,100,744,94.65648855
15389,ID,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",1280,435,1008,78.75,405,93.10344828
11150,GA,CSG,"Columbus, GA: Columbus Airport",1293,2046,1274,98.53054911,1387,67.79081134
14487,CA,RDD,"Redding, CA: Redding Municipal",1364,1951,1362,99.85337243,1275,65.351102
12891,OK,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",1298,1118,603,46.45608629,777,69.49910555
13541,MA,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",4403,4367,56,1.271860095,0,0
12007,MS,GTR,"Columbus, MS: Golden Triangle Regional",1188,1018,1188,100,1015,99.70530452
10275,WA,ALW,"Walla Walla, WA: Walla Walla Regional",864,591,0,0,0,0
12244,CT,HVN,"New Haven, CT: Tweed New Haven",1071,2854,343,32.02614379,0,0
12511,MO,JLN,"Joplin, MO: Joplin Regional",1336,629,904,67.66467066,629,100
15048,IA,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",1293,684,1287,99.53596288,679,99.26900585
15607,GA,VLD,"Valdosta, GA: Valdosta Regional",1040,1004,1039,99.90384615,1004,100
11699,SC,FLO,"Florence, SC: Florence Regional",1223,781,1207,98.69174162,668,85.53137004
14113,ID,PIH,"Pocatello, ID: Pocatello Regional",1101,367,1083,98.36512262,364,99.18256131
10146,GA,ABY,"Albany, GA: Southwest Georgia Regional",1013,961,1012,99.90128332,959,99.79188345
