AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
19393.0,Southwest Airlines Co.,612.0,10140.0,ABQ,"Albuquerque, NM",NM,382.0,407.0,398.0,405.0,452.0,322.0,324.0,325.0,522.0,574.0,416.0,360.0,4887.0
19393.0,Southwest Airlines Co.,612.0,10194.0,AFW,"Dallas/Fort Worth, TX",TX,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
19393.0,Southwest Airlines Co.,612.0,10208.0,AGS,"Augusta, GA",GA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,10257.0,ALB,"Albany, NY",NY,82.0,65.0,88.0,73.0,77.0,67.0,151.0,166.0,39.0,23.0,74.0,101.0,1006.0
19393.0,Southwest Airlines Co.,612.0,10279.0,AMA,"Amarillo, TX",TX,96.0,100.0,158.0,145.0,149.0,191.0,198.0,198.0,178.0,177.0,181.0,166.0,1937.0
19393.0,Southwest Airlines Co.,612.0,10397.0,ATL,"Atlanta, GA",GA,1479.0,1357.0,1537.0,1356.0,1492.0,1462.0,1523.0,1517.0,1579.0,1704.0,1106.0,938.0,17050.0
19393.0,Southwest Airlines Co.,612.0,10423.0,AUS,"Austin, TX",TX,1634.0,1446.0,1988.0,1662.0,1735.0,2016.0,2133.0,2139.0,1891.0,1886.0,1740.0,1462.0,21732.0
19393.0,Southwest Airlines Co.,612.0,10529.0,BDL,"Hartford, CT",CT,71.0,56.0,132.0,186.0,201.0,78.0,122.0,125.0,108.0,114.0,80.0,52.0,1325.0
19393.0,Southwest Airlines Co.,612.0,10590.0,IFP,"Bullhead City, AZ",AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,10599.0,BHM,"Birmingham, AL",AL,169.0,153.0,176.0,173.0,182.0,136.0,159.0,162.0,122.0,142.0,158.0,153.0,1885.0
19393.0,Southwest Airlines Co.,612.0,10666.0,BLI,"Bellingham, WA",WA,85.0,79.0,92.0,90.0,93.0,65.0,62.0,62.0,85.0,89.0,88.0,76.0,966.0
19393.0,Southwest Airlines Co.,612.0,10676.0,BLV,"Belleville, IL",IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,10693.0,BNA,"Nashville, TN",TN,2136.0,2134.0,2356.0,2351.0,2520.0,2328.0,2425.0,2434.0,2257.0,2235.0,2021.0,1785.0,26982.0
19393.0,Southwest Airlines Co.,612.0,10713.0,BOI,"Boise, ID",ID,216.0,216.0,245.0,233.0,244.0,257.0,266.0,268.0,265.0,276.0,259.0,236.0,2981.0
19393.0,Southwest Airlines Co.,612.0,10721.0,BOS,"Boston, MA",MA,208.0,175.0,211.0,299.0,350.0,215.0,308.0,304.0,263.0,299.0,206.0,204.0,3042.0
19393.0,Southwest Airlines Co.,612.0,10781.0,BTR,"Baton Rouge, LA",LA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,10792.0,BUF,"Buffalo, NY",NY,168.0,169.0,237.0,229.0,242.0,183.0,202.0,178.0,185.0,212.0,163.0,157.0,2325.0
19393.0,Southwest Airlines Co.,612.0,10800.0,BUR,"Burbank, CA",CA,1460.0,1446.0,1598.0,1821.0,1954.0,2006.0,2020.0,2050.0,1893.0,1913.0,1771.0,1476.0,21408.0
19393.0,Southwest Airlines Co.,612.0,10821.0,BWI,"Baltimore, MD",MD,2261.0,2268.0,2771.0,3016.0,3146.0,2934.0,3391.0,3262.0,2789.0,2791.0,2403.0,2201.0,33233.0
19393.0,Southwest Airlines Co.,612.0,10849.0,BZN,"Bozeman, MT",MT,115.0,132.0,147.0,125.0,117.0,109.0,107.0,113.0,114.0,116.0,142.0,119.0,1456.0
19393.0,Southwest Airlines Co.,612.0,10980.0,CHA,"Chattanooga, TN",TN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,10994.0,CHS,"Charleston, SC",SC,175.0,169.0,189.0,266.0,281.0,293.0,312.0,297.0,174.0,185.0,147.0,114.0,2602.0
19393.0,Southwest Airlines Co.,612.0,11042.0,CLE,"Cleveland, OH",OH,225.0,230.0,252.0,199.0,211.0,208.0,238.0,239.0,271.0,297.0,248.0,194.0,2812.0
19393.0,Southwest Airlines Co.,612.0,11057.0,CLT,"Charlotte, NC",NC,82.0,80.0,68.0,30.0,29.0,65.0,89.0,69.0,79.0,50.0,91.0,87.0,819.0
19393.0,Southwest Airlines Co.,612.0,11066.0,CMH,"Columbus, OH",OH,498.0,452.0,559.0,644.0,681.0,484.0,492.0,480.0,534.0,603.0,517.0,433.0,6377.0
19393.0,Southwest Airlines Co.,612.0,11109.0,COS,"Colorado Springs, CO",CO,245.0,223.0,174.0,258.0,274.0,288.0,307.0,316.0,279.0,225.0,198.0,214.0,3001.0
19393.0,Southwest Airlines Co.,612.0,11111.0,COU,"Columbia, MO",MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,11140.0,CRP,"Corpus Christi, TX",TX,47.0,30.0,46.0,91.0,93.0,107.0,109.0,111.0,57.0,54.0,87.0,71.0,903.0
19393.0,Southwest Airlines Co.,612.0,11193.0,CVG,"Cincinnati, OH",KY,143.0,127.0,151.0,122.0,129.0,146.0,185.0,181.0,146.0,144.0,147.0,132.0,1753.0
19393.0,Southwest Airlines Co.,612.0,11233.0,CYS,"Cheyenne, WY",WY,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
19393.0,Southwest Airlines Co.,612.0,11259.0,DAL,"Dallas, TX",TX,3124.0,2795.0,3227.0,2962.0,3105.0,2937.0,3027.0,2963.0,3220.0,3417.0,3249.0,2880.0,36906.0
19393.0,Southwest Airlines Co.,612.0,11278.0,DCA,"Washington, DC",VA,1075.0,1058.0,1256.0,1106.0,1158.0,1170.0,1230.0,1199.0,1214.0,1274.0,1062.0,839.0,13641.0
19393.0,Southwest Airlines Co.,612.0,11292.0,DEN,"Denver, CO",CO,2975.0,3187.0,3395.0,3123.0,3339.0,3678.0,3842.0,3855.0,4633.0,4701.0,4638.0,3977.0,45343.0
19393.0,Southwest Airlines Co.,612.0,11423.0,DSM,"Des Moines, IA",IA,54.0,58.0,79.0,33.0,31.0,39.0,35.0,37.0,57.0,63.0,93.0,76.0,655.0
19393.0,Southwest Airlines Co.,612.0,11433.0,DTW,"Detroit, MI",MI,135.0,123.0,102.0,125.0,126.0,137.0,143.0,141.0,163.0,182.0,108.0,73.0,1558.0
19393.0,Southwest Airlines Co.,612.0,11481.0,ECP,"Panama City, FL",FL,125.0,134.0,178.0,179.0,188.0,246.0,265.0,261.0,101.0,87.0,103.0,96.0,1963.0
19393.0,Southwest Airlines Co.,612.0,11540.0,ELP,"El Paso, TX",TX,375.0,393.0,410.0,435.0,468.0,519.0,550.0,552.0,540.0,567.0,497.0,407.0,5713.0
19393.0,Southwest Airlines Co.,612.0,11603.0,EUG,"Eugene, OR",OR,80.0,84.0,92.0,67.0,66.0,110.0,119.0,120.0,60.0,58.0,65.0,49.0,970.0
19393.0,Southwest Airlines Co.,612.0,11618.0,EWR,"Newark, NJ",NJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,11638.0,FAT,"Fresno, CA",CA,89.0,78.0,73.0,88.0,93.0,90.0,107.0,116.0,109.0,105.0,92.0,85.0,1125.0
19393.0,Southwest Airlines Co.,612.0,11697.0,FLL,"Fort Lauderdale, FL",FL,810.0,758.0,786.0,666.0,667.0,742.0,850.0,817.0,690.0,709.0,573.0,504.0,8572.0
19393.0,Southwest Airlines Co.,612.0,11884.0,GEG,"Spokane, WA",WA,170.0,182.0,174.0,198.0,208.0,226.0,230.0,233.0,149.0,117.0,199.0,181.0,2267.0
19393.0,Southwest Airlines Co.,612.0,11986.0,GRR,"Grand Rapids, MI",MI,92.0,111.0,50.0,33.0,28.0,33.0,33.0,35.0,52.0,58.0,50.0,38.0,613.0
19393.0,Southwest Airlines Co.,612.0,11996.0,GSP,"Greer, SC",SC,75.0,59.0,87.0,35.0,36.0,34.0,38.0,36.0,54.0,57.0,39.0,32.0,582.0
19393.0,Southwest Airlines Co.,612.0,12094.0,HDN,"Hayden, CO",CO,85.0,80.0,90.0,34.0,33.0,32.0,39.0,38.0,29.0,30.0,30.0,55.0,575.0
19393.0,Southwest Airlines Co.,612.0,12191.0,HOU,"Houston, TX",TX,2203.0,2028.0,2170.0,2009.0,2075.0,2312.0,2485.0,2479.0,2273.0,2268.0,2245.0,2046.0,26593.0
19393.0,Southwest Airlines Co.,612.0,12206.0,HRL,"Harlingen/San Benito, TX",TX,87.0,74.0,158.0,131.0,137.0,168.0,175.0,173.0,164.0,170.0,175.0,142.0,1754.0
19393.0,Southwest Airlines Co.,612.0,12217.0,HSV,"Huntsville, AL",AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
19393.0,Southwest Airlines Co.,612.0,12264.0,IAD,"Washington, DC",VA,109.0,101.0,82.0,87.0,93.0,113.0,121.0,117.0,128.0,127.0,65.0,48.0,1191.0
19393.0,Southwest Airlines Co.,612.0,12266.0,IAH,"Houston, TX",TX,417.0,414.0,368.0,408.0,430.0,308.0,308.0,310.0,317.0,312.0,282.0,263.0,4137.0
19393.0,Southwest Airlines Co.,612.0,12278.0,ICT,"Wichita, KS",KS,75.0,55.0,120.0,114.0,115.0,118.0,121.0,122.0,118.0,127.0,105.0,97.0,1287.0
19393.0,Southwest Airlines Co.,612.0,12339.0,IND,"Indianapolis, IN",IN,480.0,460.0,561.0,417.0,493.0,376.0,405.0,369.0,369.0,444.0,423.0,349.0,5146.0
19393.0,Southwest Airlines Co.,612.0,12391.0,ISP,"Islip, NY",NY,153.0,170.0,158.0,150.0,151.0,118.0,145.0,150.0,98.0,78.0,136.0,142.0,1649.0
19393.0,Southwest Airlines Co.,612.0,12448.0,JAN,"Jackson/Vicksburg, MS",MS,137.0,100.0,159.0,185.0,205.0,148.0,141.0,144.0,131.0,113.0,126.0,126.0,1715.0
19393.0,Southwest Airlines Co.,612.0,12451.0,JAX,"Jacksonville, FL",FL,202.0,210.0,283.0,225.0,227.0,130.0,132.0,123.0,129.0,141.0,144.0,138.0,2084.0
19393.0,Southwest Airlines Co.,612.0,12888.0,LAR,"Laramie, WY",WY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,12889.0,LAS,"Las Vegas, NV",NV,3058.0,3212.0,3525.0,3414.0,3721.0,3691.0,3911.0,3933.0,4080.0,4331.0,3920.0,3570.0,44366.0
19393.0,Southwest Airlines Co.,612.0,12892.0,LAX,"Los Angeles, CA",CA,731.0,764.0,792.0,808.0,860.0,1165.0,1352.0,1395.0,1207.0,1336.0,1185.0,994.0,12589.0
19393.0,Southwest Airlines Co.,612.0,12896.0,LBB,"Lubbock, TX",TX,154.0,143.0,176.0,134.0,140.0,172.0,183.0,178.0,195.0,204.0,195.0,164.0,2038.0
19393.0,Southwest Airlines Co.,612.0,12953.0,LGA,"New York, NY",NY,880.0,843.0,988.0,401.0,376.0,353.0,357.0,352.0,391.0,377.0,512.0,459.0,6289.0
