AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
19393.0,Southwest Airlines Co.,612.0,10140.0,ABQ,"Albuquerque, NM",NM,753.0,669.0,682.0,278.0,196.0,330.0,441.0,468.0,313.0,311.0,354.0,280.0,5075.0
19393.0,Southwest Airlines Co.,612.0,10257.0,ALB,"Albany, NY",NY,215.0,216.0,156.0,66.0,49.0,111.0,185.0,153.0,123.0,127.0,162.0,149.0,1712.0
19393.0,Southwest Airlines Co.,612.0,10279.0,AMA,"Amarillo, TX",TX,142.0,129.0,124.0,42.0,56.0,77.0,74.0,108.0,82.0,84.0,93.0,80.0,1091.0
19393.0,Southwest Airlines Co.,612.0,10397.0,ATL,"Atlanta, GA",GA,2445.0,2271.0,2268.0,851.0,988.0,1515.0,1969.0,1882.0,1690.0,1899.0,1855.0,1698.0,21331.0
19393.0,Southwest Airlines Co.,612.0,10423.0,AUS,"Austin, TX",TX,1410.0,1282.0,1255.0,533.0,398.0,600.0,895.0,916.0,594.0,560.0,594.0,460.0,9497.0
19393.0,Southwest Airlines Co.,612.0,10529.0,BDL,"Hartford, CT",CT,270.0,250.0,244.0,155.0,82.0,91.0,96.0,118.0,83.0,129.0,148.0,127.0,1793.0
19393.0,Southwest Airlines Co.,612.0,10599.0,BHM,"Birmingham, AL",AL,255.0,230.0,241.0,113.0,78.0,146.0,197.0,231.0,143.0,161.0,221.0,191.0,2207.0
19393.0,Southwest Airlines Co.,612.0,10693.0,BNA,"Nashville, TN",TN,2524.0,2387.0,2366.0,944.0,818.0,1317.0,2096.0,2311.0,1705.0,1807.0,1988.0,1714.0,21977.0
19393.0,Southwest Airlines Co.,612.0,10713.0,BOI,"Boise, ID",ID,345.0,310.0,281.0,140.0,79.0,210.0,243.0,265.0,122.0,83.0,208.0,217.0,2503.0
19393.0,Southwest Airlines Co.,612.0,10721.0,BOS,"Boston, MA",MA,419.0,392.0,332.0,168.0,126.0,204.0,194.0,252.0,120.0,101.0,116.0,128.0,2552.0
19393.0,Southwest Airlines Co.,612.0,10792.0,BUF,"Buffalo, NY",NY,342.0,342.0,322.0,108.0,176.0,227.0,286.0,246.0,145.0,207.0,244.0,212.0,2857.0
19393.0,Southwest Airlines Co.,612.0,10800.0,BUR,"Burbank, CA",CA,1763.0,1627.0,1359.0,459.0,391.0,616.0,884.0,816.0,483.0,422.0,499.0,414.0,9733.0
19393.0,Southwest Airlines Co.,612.0,10821.0,BWI,"Baltimore, MD",MD,4028.0,3622.0,3294.0,1459.0,1698.0,2704.0,3372.0,3232.0,2815.0,2996.0,2368.0,2055.0,33643.0
19393.0,Southwest Airlines Co.,612.0,10980.0,CHA,"Chattanooga, TN",TN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,10994.0,CHS,"Charleston, SC",SC,179.0,158.0,178.0,116.0,117.0,134.0,216.0,218.0,185.0,254.0,251.0,182.0,2188.0
19393.0,Southwest Airlines Co.,612.0,11042.0,CLE,"Cleveland, OH",OH,425.0,395.0,415.0,196.0,153.0,188.0,185.0,304.0,159.0,139.0,211.0,236.0,3006.0
19393.0,Southwest Airlines Co.,612.0,11057.0,CLT,"Charlotte, NC",NC,198.0,181.0,204.0,85.0,73.0,82.0,114.0,89.0,113.0,151.0,216.0,171.0,1677.0
19393.0,Southwest Airlines Co.,612.0,11066.0,CMH,"Columbus, OH",OH,696.0,624.0,739.0,326.0,241.0,373.0,606.0,688.0,297.0,341.0,427.0,352.0,5710.0
19393.0,Southwest Airlines Co.,612.0,11109.0,COS,"Colorado Springs, CO",CO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0
19393.0,Southwest Airlines Co.,612.0,11140.0,CRP,"Corpus Christi, TX",TX,114.0,86.0,94.0,36.0,58.0,57.0,60.0,59.0,60.0,62.0,48.0,56.0,790.0
19393.0,Southwest Airlines Co.,612.0,11193.0,CVG,"Cincinnati, OH",KY,206.0,197.0,178.0,92.0,57.0,152.0,167.0,172.0,132.0,121.0,122.0,99.0,1695.0
19393.0,Southwest Airlines Co.,612.0,11259.0,DAL,"Dallas, TX",TX,4311.0,4103.0,3827.0,1372.0,1497.0,2244.0,2936.0,3023.0,2140.0,2015.0,2401.0,2158.0,32027.0
19393.0,Southwest Airlines Co.,612.0,11278.0,DCA,"Washington, DC",VA,1161.0,1113.0,1003.0,434.0,328.0,734.0,860.0,772.0,372.0,314.0,339.0,272.0,7702.0
19393.0,Southwest Airlines Co.,612.0,11292.0,DEN,"Denver, CO",CO,4009.0,3692.0,3748.0,1617.0,1574.0,2656.0,3614.0,3734.0,2167.0,2201.0,3087.0,2775.0,34874.0
19393.0,Southwest Airlines Co.,612.0,11423.0,DSM,"Des Moines, IA",IA,81.0,77.0,87.0,58.0,35.0,55.0,93.0,94.0,67.0,92.0,63.0,54.0,856.0
19393.0,Southwest Airlines Co.,612.0,11433.0,DTW,"Detroit, MI",MI,304.0,276.0,295.0,121.0,109.0,182.0,275.0,263.0,119.0,93.0,156.0,166.0,2359.0
19393.0,Southwest Airlines Co.,612.0,11481.0,ECP,"Panama City, FL",FL,74.0,59.0,167.0,103.0,109.0,200.0,307.0,302.0,193.0,226.0,167.0,126.0,2033.0
19393.0,Southwest Airlines Co.,612.0,11540.0,ELP,"El Paso, TX",TX,500.0,452.0,463.0,157.0,81.0,115.0,242.0,330.0,213.0,188.0,245.0,196.0,3182.0
19393.0,Southwest Airlines Co.,612.0,11697.0,FLL,"Fort Lauderdale, FL",FL,1323.0,1255.0,1205.0,504.0,484.0,606.0,814.0,623.0,684.0,677.0,695.0,638.0,9508.0
19393.0,Southwest Airlines Co.,612.0,11884.0,GEG,"Spokane, WA",WA,254.0,236.0,258.0,123.0,113.0,202.0,199.0,259.0,120.0,95.0,196.0,204.0,2259.0
19393.0,Southwest Airlines Co.,612.0,11986.0,GRR,"Grand Rapids, MI",MI,122.0,128.0,169.0,84.0,55.0,92.0,193.0,117.0,110.0,125.0,118.0,114.0,1427.0
19393.0,Southwest Airlines Co.,612.0,11996.0,GSP,"Greer, SC",SC,114.0,107.0,106.0,41.0,54.0,74.0,79.0,31.0,51.0,62.0,88.0,82.0,889.0
19393.0,Southwest Airlines Co.,612.0,12094.0,HDN,"Hayden, CO",CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0
19393.0,Southwest Airlines Co.,612.0,12191.0,HOU,"Houston, TX",TX,3269.0,2947.0,2844.0,1150.0,1032.0,1616.0,2445.0,2447.0,1826.0,1711.0,2253.0,2162.0,25702.0
19393.0,Southwest Airlines Co.,612.0,12206.0,HRL,"Harlingen/San Benito, TX",TX,143.0,146.0,142.0,59.0,55.0,52.0,58.0,80.0,40.0,31.0,64.0,66.0,936.0
19393.0,Southwest Airlines Co.,612.0,12264.0,IAD,"Washington, DC",VA,64.0,57.0,87.0,41.0,52.0,111.0,34.0,77.0,87.0,89.0,80.0,86.0,865.0
19393.0,Southwest Airlines Co.,612.0,12266.0,IAH,"Houston, TX",TX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,12278.0,ICT,"Wichita, KS",KS,98.0,91.0,95.0,30.0,51.0,77.0,95.0,114.0,70.0,67.0,101.0,83.0,972.0
19393.0,Southwest Airlines Co.,612.0,12339.0,IND,"Indianapolis, IN",IN,641.0,587.0,579.0,249.0,194.0,223.0,423.0,494.0,314.0,522.0,429.0,325.0,4980.0
19393.0,Southwest Airlines Co.,612.0,12391.0,ISP,"Islip, NY",NY,187.0,157.0,196.0,58.0,36.0,85.0,109.0,116.0,94.0,118.0,80.0,58.0,1294.0
19393.0,Southwest Airlines Co.,612.0,12451.0,JAX,"Jacksonville, FL",FL,248.0,210.0,254.0,151.0,187.0,228.0,273.0,274.0,201.0,189.0,184.0,169.0,2568.0
19393.0,Southwest Airlines Co.,612.0,12889.0,LAS,"Las Vegas, NV",NV,4352.0,4105.0,3110.0,1318.0,1611.0,2148.0,2796.0,3047.0,1714.0,1651.0,2271.0,1923.0,30046.0
19393.0,Southwest Airlines Co.,612.0,12892.0,LAX,"Los Angeles, CA",CA,2604.0,2452.0,2254.0,738.0,528.0,638.0,1321.0,1187.0,530.0,346.0,473.0,364.0,13435.0
19393.0,Southwest Airlines Co.,612.0,12896.0,LBB,"Lubbock, TX",TX,232.0,220.0,197.0,58.0,110.0,111.0,124.0,141.0,127.0,119.0,122.0,91.0,1652.0
19393.0,Southwest Airlines Co.,612.0,12953.0,LGA,"New York, NY",NY,787.0,671.0,522.0,116.0,46.0,341.0,374.0,203.0,315.0,361.0,348.0,315.0,4399.0
19393.0,Southwest Airlines Co.,612.0,12954.0,LGB,"Long Beach, CA",CA,413.0,407.0,335.0,102.0,196.0,217.0,409.0,273.0,258.0,276.0,294.0,326.0,3506.0
19393.0,Southwest Airlines Co.,612.0,12992.0,LIT,"Little Rock, AR",AR,149.0,142.0,144.0,75.0,79.0,100.0,116.0,127.0,100.0,92.0,129.0,133.0,1386.0
19393.0,Southwest Airlines Co.,612.0,13158.0,MAF,"Midland/Odessa, TX",TX,276.0,247.0,241.0,74.0,53.0,102.0,179.0,178.0,130.0,121.0,149.0,145.0,1895.0
19393.0,Southwest Airlines Co.,612.0,13198.0,MCI,"Kansas City, MO",MO,1396.0,1327.0,1449.0,526.0,462.0,682.0,835.0,912.0,481.0,475.0,602.0,508.0,9655.0
19393.0,Southwest Airlines Co.,612.0,13204.0,MCO,"Orlando, FL",FL,2262.0,2191.0,2138.0,914.0,765.0,1171.0,1639.0,1381.0,1232.0,1561.0,1336.0,1005.0,17595.0
19393.0,Southwest Airlines Co.,612.0,13230.0,MDT,"Harrisburg, PA",PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,13232.0,MDW,"Chicago, IL",IL,3830.0,3470.0,2985.0,1715.0,2034.0,2956.0,3350.0,3177.0,2063.0,2169.0,2784.0,2458.0,32991.0
19393.0,Southwest Airlines Co.,612.0,13244.0,MEM,"Memphis, TN",TN,270.0,226.0,271.0,92.0,76.0,134.0,207.0,230.0,193.0,234.0,195.0,197.0,2325.0
19393.0,Southwest Airlines Co.,612.0,13296.0,MHT,"Manchester, NH",NH,159.0,166.0,159.0,104.0,141.0,127.0,123.0,143.0,150.0,179.0,85.0,55.0,1591.0
19393.0,Southwest Airlines Co.,612.0,13303.0,MIA,"Miami, FL",FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,308.0,490.0
19393.0,Southwest Airlines Co.,612.0,13342.0,MKE,"Milwaukee, WI",WI,621.0,599.0,673.0,341.0,260.0,367.0,477.0,611.0,413.0,436.0,420.0,301.0,5519.0
19393.0,Southwest Airlines Co.,612.0,13487.0,MSP,"Minneapolis, MN",MN,456.0,420.0,462.0,229.0,159.0,228.0,221.0,256.0,118.0,117.0,115.0,78.0,2859.0
