AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
19393.0,Southwest Airlines Co.,612.0,10140.0,ABQ,"Albuquerque, NM",NM,259.0,189.0,314.0,281.0,277.0,344.0,358.0,359.0,370.0,414.0,383.0,368.0,3916.0
19393.0,Southwest Airlines Co.,612.0,10155.0,ACT,"Waco, TX",TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,612.0,10257.0,ALB,"Albany, NY",NY,135.0,101.0,107.0,105.0,75.0,112.0,125.0,162.0,92.0,39.0,76.0,96.0,1225.0
19393.0,Southwest Airlines Co.,612.0,10279.0,AMA,"Amarillo, TX",TX,74.0,54.0,82.0,72.0,85.0,111.0,121.0,118.0,111.0,116.0,102.0,86.0,1132.0
19393.0,Southwest Airlines Co.,612.0,10397.0,ATL,"Atlanta, GA",GA,1528.0,1218.0,1816.0,1721.0,1824.0,1827.0,1905.0,1832.0,1888.0,2063.0,1732.0,1686.0,21040.0
19393.0,Southwest Airlines Co.,612.0,10423.0,AUS,"Austin, TX",TX,410.0,255.0,780.0,811.0,971.0,1189.0,1267.0,1290.0,1481.0,1768.0,1829.0,1763.0,13814.0
19393.0,Southwest Airlines Co.,612.0,10529.0,BDL,"Hartford, CT",CT,129.0,105.0,114.0,128.0,106.0,106.0,112.0,127.0,153.0,151.0,107.0,98.0,1436.0
19393.0,Southwest Airlines Co.,612.0,10599.0,BHM,"Birmingham, AL",AL,168.0,130.0,191.0,151.0,136.0,161.0,170.0,170.0,137.0,133.0,161.0,165.0,1873.0
19393.0,Southwest Airlines Co.,612.0,10666.0,BLI,"Bellingham, WA",WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,87.0,159.0
19393.0,Southwest Airlines Co.,612.0,10693.0,BNA,"Nashville, TN",TN,1582.0,1232.0,2208.0,2058.0,2308.0,2438.0,2613.0,2594.0,2414.0,2401.0,2305.0,2298.0,26451.0
19393.0,Southwest Airlines Co.,612.0,10713.0,BOI,"Boise, ID",ID,217.0,187.0,185.0,163.0,178.0,275.0,311.0,313.0,253.0,233.0,241.0,227.0,2783.0
19393.0,Southwest Airlines Co.,612.0,10721.0,BOS,"Boston, MA",MA,143.0,122.0,207.0,137.0,131.0,294.0,368.0,366.0,233.0,234.0,257.0,259.0,2751.0
19393.0,Southwest Airlines Co.,612.0,10781.0,BTR,"Baton Rouge, LA",LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19393.0,Southwest Airlines Co.,612.0,10792.0,BUF,"Buffalo, NY",NY,182.0,134.0,240.0,226.0,165.0,131.0,121.0,153.0,157.0,138.0,156.0,175.0,1978.0
19393.0,Southwest Airlines Co.,612.0,10800.0,BUR,"Burbank, CA",CA,332.0,250.0,501.0,493.0,576.0,633.0,810.0,871.0,1245.0,1379.0,1413.0,1376.0,9879.0
19393.0,Southwest Airlines Co.,612.0,10821.0,BWI,"Baltimore, MD",MD,1971.0,1558.0,2840.0,2794.0,2913.0,2707.0,2942.0,2975.0,2976.0,3145.0,2813.0,2788.0,32422.0
