AIRLINE_ID,UNIQUE_CARRIER_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
19393.0,Southwest Airlines Co.,10140.0,ABQ,"Albuquerque, NM",NM,559.0,544.0,605.0,632.0,692.0,662.0,692.0,692.0,766.0,818.0,738.0,689.0,8089.0
19393.0,Southwest Airlines Co.,10185.0,AEX,"Alexandria, LA",LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19393.0,Southwest Airlines Co.,10194.0,AFW,"Dallas/Fort Worth, TX",TX,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
19393.0,Southwest Airlines Co.,10208.0,AGS,"Augusta, GA",GA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,10257.0,ALB,"Albany, NY",NY,190.0,182.0,225.0,208.0,222.0,201.0,289.0,297.0,232.0,241.0,216.0,210.0,2713.0
19393.0,Southwest Airlines Co.,10279.0,AMA,"Amarillo, TX",TX,117.0,104.0,160.0,147.0,152.0,195.0,200.0,203.0,204.0,208.0,202.0,179.0,2071.0
19393.0,Southwest Airlines Co.,10397.0,ATL,"Atlanta, GA",GA,2296.0,2227.0,2472.0,2487.0,2689.0,2596.0,2707.0,2669.0,2660.0,2898.0,2651.0,2412.0,30764.0
19393.0,Southwest Airlines Co.,10423.0,AUS,"Austin, TX",TX,2230.0,2011.0,2828.0,2847.0,3033.0,2920.0,3029.0,3026.0,2930.0,3054.0,2995.0,2662.0,33565.0
19393.0,Southwest Airlines Co.,10529.0,BDL,"Hartford, CT",CT,248.0,246.0,271.0,261.0,274.0,245.0,302.0,305.0,298.0,311.0,313.0,284.0,3358.0
19393.0,Southwest Airlines Co.,10590.0,IFP,"Bullhead City, AZ",AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19393.0,Southwest Airlines Co.,10599.0,BHM,"Birmingham, AL",AL,265.0,232.0,263.0,236.0,250.0,264.0,304.0,306.0,290.0,303.0,305.0,279.0,3297.0
19393.0,Southwest Airlines Co.,10666.0,BLI,"Bellingham, WA",WA,87.0,83.0,93.0,90.0,93.0,90.0,93.0,93.0,90.0,93.0,89.0,76.0,1070.0
19393.0,Southwest Airlines Co.,10676.0,BLV,"Belleville, IL",IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
19393.0,Southwest Airlines Co.,10693.0,BNA,"Nashville, TN",TN,3040.0,3008.0,3276.0,3394.0,3638.0,3586.0,3792.0,3774.0,3785.0,3989.0,3659.0,3202.0,42143.0
